,DetWake Periods,DetSleep Consistency,DetRespiratory Rate,DetTotal Cycle Sleep Time (hours),DetREM Percentage,DetDeep Sleep Percentage,DetRestorative Sleep (hours),DetRestorative Sleep (%)
755,6.0,69.0,18.3691,4.64,27.6,25.4,2.67,53.1
756,15.0,51.0,17.168,8.77,9.7,15.9,2.24,25.6
757,10.0,69.0,17.6953,5.95,14.9,21.2,2.47,36.1
758,12.0,61.0,17.6074,5.68,12.2,17.3,2.17,29.5
759,6.0,49.0,17.9883,7.32,7.1,24.0,1.75,31.1
760,11.0,55.0,17.959,7.78,20.0,23.0,3.16,42.9
761,5.0,68.0,18.9844,7.55,25.2,11.5,3.45,36.6
762,4.0,51.0,19.1016,5.81,38.2,10.7,3.12,48.9
763,8.0,36.0,18.2227,8.67,37.1,16.7,4.86,53.9
764,12.0,45.0,19.043,8.08,25.1,15.8,3.67,40.9
765,10.378474891524107,50.0,18.9258,7.18,26.8,13.9,3.04,40.7
766,6.791998746887977,66.0,19.0723,8.84,41.7,12.9,4.94,54.6
767,14.0,61.0,18.7207,8.06,26.3,17.5,3.98,43.7
768,8.0,63.56446629439403,19.2188,4.37,16.7,10.5,1.37,27.2
769,8.0,62.87746439144323,18.9551,5.67,16.8,8.9,1.68,25.7
770,13.0,65.3315499059648,18.457,7.7,27.0,16.5,3.77,43.5
771,4.0,56.0,19.5117,4.28,15.0,22.5,1.7,37.5
772,7.0,69.0,19.2773,7.5,31.2,12.3,3.49,43.5
773,4.0,71.0,19.3066,5.3,19.4,12.2,1.76,31.6
774,9.343695424586848,76.0,15.1172,7.33,37.0,11.8,3.69,48.8
775,10.0,84.0,15.9375,6.41,33.4,6.7,2.74,40.2
776,11.0,61.0,15.293,7.37,21.5,6.9,1.9,28.4
777,5.0,54.0,16.9336,4.54,26.0,8.1,1.64,34.1
778,8.0,70.0,15.9668,5.81,27.5,21.8,3.01,49.3
779,6.0,64.0,16.7578,2.62,21.0,23.1,1.3,44.1
780,11.0,60.0,16.3477,6.2,31.2,20.0,2.74,51.2
781,27.0,56.0,15.0,8.27,23.9,13.0,3.2,37.0
782,14.0,59.0,14.8828,5.54,20.1,20.7,2.5,40.8
783,18.0,60.0,14.7949,5.8,27.2,18.7,3.02,45.8
784,10.0,59.0,15.1758,3.86,31.5,11.0,1.86,42.5
785,13.619567411407509,55.0,15.2344,8.15,15.8,23.8,3.41,39.6
786,19.0,73.0,14.5898,5.72,15.0,17.3,2.15,32.3
787,23.0,62.0,15.4102,4.82,22.9,23.3,2.34,46.2
788,24.0,60.41375243438355,15.0,5.31,19.1,21.8,2.68,40.9
789,21.0,47.66507354677354,15.8789,9.65,34.7,17.0,4.34,51.7
790,11.0,40.0,15.1758,5.08,54.7,18.9,4.16,73.6
791,7.0,32.0,15.5859,8.16,45.4,19.2,4.51,64.6
792,16.0,36.0,15.8496,9.64,39.1,20.7,5.23,59.8
793,16.0,65.523681709156,17.6953,6.17,20.2,18.9,2.88,39.1
794,17.0,67.1517911552614,17.8125,7.64,20.9,21.4,3.6,42.4
795,10.306261058787051,51.0,14.9414,7.13,25.1,10.9,2.65,36.0
796,27.0,34.0,14.8828,11.98,27.5,11.5,5.17,39.0
797,10.0,56.0,14.4141,8.18,28.4,12.7,3.58,41.1
798,9.639416853763393,45.0,14.0039,6.53,34.9,17.2,3.54,52.1
799,8.127000598173318,63.0,14.0625,7.07,43.8,19.9,4.65,63.7
800,8.86302288729268,34.0,14.4727,8.92,43.3,21.3,4.06,64.6
801,7.0,60.0,14.2969,7.05,34.8,19.4,3.32,54.2
802,38.0,23.0,17.4023,12.04,23.0,16.8,4.71,39.8
803,32.0,42.0,17.5488,8.21,15.3,18.2,3.28,33.5
804,23.0,53.0,17.9004,6.21,15.6,13.9,2.31,29.5
805,29.0,76.0,17.8125,7.69,23.6,14.7,3.68,38.3
806,26.0,78.0,18.5742,7.57,16.7,18.4,3.32,35.1
807,37.0,80.0,18.1934,8.51,30.6,16.1,5.07,46.7
808,12.0,41.0,17.0215,7.63,21.6,19.2,3.48,40.8
809,4.0,58.0,16.2012,4.26,21.6,17.0,1.77,38.6
810,9.0,66.0,16.0547,6.87,27.9,19.7,3.46,47.6
811,12.460271603212227,33.0,15.0879,9.0,38.8,18.3,4.31,57.1
812,10.0,31.0,15.7324,7.4,26.5,24.0,3.03,50.4
813,11.71163469438887,54.0,14.6777,6.18,22.3,19.0,2.67,41.3
814,5.0,65.0,15.1172,5.91,26.2,10.3,2.27,36.4
815,12.0,61.0,16.4062,6.02,24.1,18.3,2.8,42.4
816,10.0,73.0,17.0801,7.27,27.5,19.1,3.98,46.7
817,12.0,54.0,16.3477,6.54,43.1,17.7,4.33,60.8
818,9.0,54.0,16.875,8.54,39.0,20.4,4.63,59.4
819,9.0,68.45050415658778,16.582,6.68,29.5,19.5,3.59,49.0
820,6.0,80.0,15.8203,7.83,38.4,19.8,4.74,58.2
821,5.0,85.0,15.6445,6.78,39.5,28.3,4.79,67.8
822,9.0,83.0,16.2305,8.16,30.8,18.8,4.38,49.7
823,6.0,86.0,16.1719,6.32,36.4,21.5,3.85,58.0
824,5.0,76.0,16.875,6.21,30.0,19.2,3.18,49.1
825,8.0,72.0,16.0547,9.15,38.3,19.3,5.46,57.6
826,8.0,69.0,16.2158,9.26,34.2,23.0,5.55,57.2
827,3.0,44.0,17.3438,6.27,30.9,22.7,3.45,53.6
828,6.0,69.0,17.2119,6.59,29.1,20.8,3.67,49.9
829,5.0,76.0,17.2852,4.85,21.3,20.9,2.22,42.2
830,23.0,49.0,17.0508,9.14,25.7,20.1,5.06,45.8
831,17.0,44.0,17.168,5.85,10.8,15.4,2.78,26.2
832,17.0,67.0,16.6406,5.37,5.5,28.2,2.33,33.7
833,14.0,60.0,17.0801,8.37,27.5,20.8,4.36,48.3
834,9.0,79.0,17.3438,7.76,36.8,21.7,4.83,58.5
835,12.992954622980676,86.0,17.2852,7.97,40.5,18.3,4.91,58.9
836,3.0,61.9385629214093,16.9629,9.63,6.4,3.5,0.97,9.9
837,18.0,52.72589325564105,17.6367,10.87,24.6,22.5,4.44,47.0
838,16.0,63.17276678513452,17.4609,10.65,18.0,13.7,3.72,31.7
839,9.0,54.0,17.4316,6.19,33.0,18.2,3.51,51.2
840,15.655755037831184,61.0,16.8164,7.29,40.3,16.9,4.49,57.2
841,7.0,60.0,17.1973,7.45,38.2,17.9,4.64,56.0
842,15.0,59.0,17.4609,7.49,35.6,17.6,4.47,53.2
843,12.0,66.0,16.9336,5.57,27.1,22.8,3.09,49.9
844,14.586758252657702,79.0,16.2305,6.19,29.1,20.7,3.27,49.8
845,4.0,61.0,16.7578,6.62,33.4,19.1,3.6,52.6
846,7.0,70.0,17.9297,6.86,9.5,23.2,2.37,32.7
847,8.0,65.0,18.1055,7.84,31.7,23.3,3.99,55.0
848,13.0,60.0,18.2812,7.57,13.1,16.6,2.56,29.6
849,10.0,74.0,18.3691,7.71,21.2,20.6,3.55,41.9
850,9.0,78.0,17.7539,6.23,20.1,23.2,2.99,43.3
851,7.0,82.0,18.2812,6.44,29.3,24.1,3.61,53.4
852,12.0,69.0,18.0469,6.31,37.2,18.6,4.13,55.8
853,10.383207415145954,71.0,19.6289,7.76,33.4,14.0,3.82,47.5
854,9.0,74.0,18.6914,7.67,45.4,15.5,4.95,60.9
855,8.0,80.0,19.6875,8.12,39.4,18.4,4.91,57.8
856,6.09091162277582,87.0,19.3945,8.01,44.9,20.4,5.31,65.3
857,9.0,89.0,19.4531,7.99,43.5,15.3,4.92,58.8
858,7.0,84.0,19.043,8.93,43.7,12.5,5.2,56.2
859,8.0,62.95385191264658,18.457,4.07,21.1,14.9,1.64,36.0
860,9.0,67.52099650780815,18.1348,6.01,26.7,20.3,3.24,47.0
861,13.065834618962988,56.0,16.7285,6.54,12.8,7.2,1.19,20.0
862,7.0,69.0,15.7617,6.51,12.6,4.7,1.21,17.3
863,14.262406177317779,65.0,14.8535,7.1,14.5,10.2,1.87,24.7
864,11.0,64.0,15.7617,6.88,20.7,12.9,2.56,33.6
865,9.0,69.0,15.6445,5.47,31.6,19.0,3.09,50.7
866,9.0,68.0,15.3516,5.1,41.0,17.5,3.18,58.5
867,12.0,77.0,15.6738,6.1,42.7,14.8,3.92,57.5
868,20.0,66.0,15.0586,7.12,34.6,14.1,3.91,48.6
869,22.0,71.0,14.707,7.87,32.8,15.7,4.41,48.6
870,20.0,77.0,15.1758,6.8,30.9,18.9,3.98,49.8
871,17.0,82.0,14.7363,7.03,33.5,15.4,3.97,48.8
872,12.0,81.0,14.8828,6.3,22.2,20.6,2.91,42.8
873,18.0,73.0,14.5605,7.65,34.3,20.8,4.08,55.1
874,27.0,74.0,14.8242,7.85,29.3,20.7,4.55,50.0
875,11.0,59.0,16.0547,6.6,35.4,18.6,4.0,54.1
876,14.0,50.0,15.8643,7.12,31.8,17.6,3.09,49.4
877,13.0,61.0,16.875,6.67,46.1,18.1,5.04,64.1
878,19.0,32.0,16.9336,9.32,37.7,20.1,5.9,57.8
879,13.0,42.0,17.3438,8.54,20.5,16.5,2.64,37.0
880,17.24482723185296,70.03532038097003,17.8125,7.88,23.1,20.0,3.66,43.1
881,14.0,59.0,17.7539,7.13,12.6,18.4,2.41,31.1
882,15.0,44.0,17.6367,6.51,25.1,19.6,3.58,44.7
883,15.0,54.0,17.4316,7.71,34.1,23.4,4.75,57.5
884,11.0,66.0,17.373,8.55,20.6,17.9,3.55,38.5
885,6.074080447381739,68.0,14.4141,4.9,43.9,16.7,2.97,60.6
886,16.0,36.0,14.2236,8.16,24.1,12.4,3.73,36.5
887,4.0,59.0,14.1211,6.65,37.6,22.6,4.15,60.2
888,12.0,57.0,14.1211,9.2,34.9,12.8,4.81,47.6
889,11.0,66.0,14.4141,6.55,32.2,19.4,3.64,51.6
890,8.0,71.0,14.4727,7.0,33.8,20.5,4.0,54.3
891,9.86533654332009,76.0,15.0,7.93,41.9,20.9,5.17,62.7
892,16.0,75.0,18.2227,5.99,22.5,17.0,2.86,39.6
893,21.0,76.0,17.8711,7.03,13.9,11.4,2.13,25.3
894,24.0,64.24162630784653,19.043,6.82,22.7,18.9,3.37,41.6
895,15.0,29.0,18.3398,8.46,29.5,14.9,2.54,44.4
896,28.0,61.16613778014054,18.5742,8.28,18.9,15.4,3.75,34.3
897,5.0,75.0,14.9414,5.12,52.4,15.8,3.67,68.2
898,6.0,76.0,15.790999999999999,5.56,20.0,19.6,2.34,39.6
899,19.0,31.0,14.502,9.35,25.0,17.6,4.93,42.6
900,9.57373670749724,40.0,16.2451,1.2,19.0,0.0,0.24,19.0
901,8.639421526150215,27.0,14.4141,10.08,17.2,23.0,1.38,40.1
902,6.0,45.0,14.7656,9.08,26.7,20.4,2.86,47.1
903,8.0,69.0,16.7578,7.32,41.8,20.9,5.01,62.6
904,10.0,70.0,16.377,5.84,35.4,27.4,3.97,62.8
905,8.0,60.0,16.1719,5.96,23.6,13.8,2.55,37.4
906,11.0,56.0,16.7285,7.94,27.0,17.7,4.02,44.7
907,4.0,68.0,16.5234,6.89,40.1,24.2,4.68,64.3
908,3.0,75.0,17.2266,6.68,37.1,23.8,4.17,61.0
909,8.0,68.0,15.7031,7.03,18.9,25.5,3.36,44.4
910,8.0,74.0,16.3477,6.73,26.5,23.9,3.58,50.4
911,5.0,73.0,16.1719,8.48,37.0,21.6,5.15,58.7
912,12.0,74.0,16.0547,9.48,35.1,19.7,5.59,54.8
913,10.0,82.0,15.8203,9.12,32.3,18.2,5.08,50.5
914,11.0,66.0,15.1172,8.74,24.8,20.4,3.7,45.2
915,9.0,74.0,15.3809,8.16,34.9,22.3,5.01,57.2
916,19.0,60.0,16.9043,7.23,20.4,17.1,3.07,37.5
917,13.0,65.0,17.2266,6.86,20.7,21.0,3.63,41.7
918,16.0,66.0,17.168,6.78,20.1,20.9,3.22,41.0
919,17.0,68.0,17.3438,7.43,19.4,19.4,3.56,38.8
920,8.0,52.0,17.3438,6.96,29.6,15.1,2.61,44.7
921,10.0,70.0,17.373,6.68,28.4,26.9,4.17,55.3
922,11.0,42.0,17.5781,9.05,20.9,24.3,4.45,45.2
923,9.98788682278149,49.0,17.3145,3.28,31.5,20.2,1.74,51.6
924,15.0,51.0,17.1094,8.65,34.8,22.6,5.44,57.3
925,17.0,60.0,16.6406,8.91,14.6,17.3,3.14,31.9
926,11.0,47.0,17.1094,10.17,12.5,19.0,2.67,31.6
927,15.0,54.0,17.8125,5.19,14.0,16.1,1.74,30.1
928,13.0,77.0,16.9922,7.32,35.2,16.4,4.47,51.6
929,9.0,72.0,17.2852,5.66,31.5,18.8,3.16,50.3
930,7.0,62.0,17.0508,8.09,40.3,16.0,4.78,56.3
931,9.698366871334201,47.0,16.9922,6.99,41.4,17.1,4.24,58.5
932,14.0,76.0,18.3398,7.3,27.0,19.9,3.96,46.9
933,6.0,76.0,17.7539,5.72,28.7,21.8,3.08,50.5
934,15.0,67.0,17.7832,5.39,25.6,21.5,2.85,47.1
935,17.0,66.0,17.7246,7.48,15.1,23.3,3.76,38.4
936,10.0,61.0,17.4023,5.84,23.7,17.1,2.79,40.8
937,16.0,67.0,17.9883,8.79,22.1,22.8,4.35,44.9
938,7.00788599439646,66.0,18.9697,6.64,36.9,22.4,3.97,59.3
939,6.619926416511753,80.0,19.6875,5.97,26.8,16.9,2.66,43.8
940,2.3067892959087644,3.0,19.480191588641695,8.8,0.0,0.0,0.0,0.0
941,8.91744703700843,23.0,19.227241469728963,3.33,0.0,0.0,0.0,0.0
942,14.0,67.42976566132953,17.4609,6.51,13.3,20.0,2.38,33.3
943,15.153984045397237,34.0,18.3398,6.4,26.2,12.1,2.6,38.2
944,14.0,82.0,15.9375,5.32,31.6,19.5,2.99,51.0
945,9.0,61.0,15.6445,8.2,22.6,14.8,2.32,37.4
946,5.0,67.0,16.7578,6.4,40.3,20.2,4.04,60.5
947,5.0,75.0,17.1094,6.41,35.3,14.0,3.28,49.2
948,10.0,64.0,16.2305,8.04,29.9,13.3,4.18,43.2
949,10.0,56.0,17.7832,5.86,26.7,11.5,2.02,38.2
950,5.0,48.0,16.875,5.91,24.7,14.8,1.79,39.5
951,23.0,65.0,15.3516,6.77,30.6,15.0,3.68,45.6
952,16.0,72.0,15.0879,5.53,32.1,22.7,3.48,54.8
953,16.309638061425844,63.0,17.8125,8.65,34.8,20.6,5.11,55.4
954,9.0,83.0,14.9414,8.15,39.9,21.1,5.2,61.0
955,8.554711500129805,84.0,15.2344,6.04,39.0,18.3,3.54,57.3
956,9.0,84.0,15.7617,7.23,30.5,25.5,4.52,56.0
957,10.0,65.0,15.5859,7.42,26.6,12.8,3.33,39.4
958,8.0,68.0,15.9375,7.73,26.6,13.7,3.55,40.3
959,7.0,58.0,15.7617,5.13,23.3,19.6,2.34,42.9
960,11.121211948611773,21.0,15.2051,10.29,27.1,6.0,1.55,33.0
961,5.0,56.0,14.9121,6.335871451090217,42.17617112866594,25.620949423547778,2.2145025603881714,33.99595090177612
962,8.703418046513647,58.0,14.1211,4.068757652202327,29.654106569279282,18.75121098435902,3.145488642807142,51.13097999405633
963,3.0,39.0,15.0293,9.078661194552014,21.698616057761708,24.427519232554232,2.9389877102157893,42.153887025311036
964,13.0,47.0,15.2344,7.7165415436820926,28.776328692961403,15.286964178014777,2.2472267919105144,29.804058830329772
965,9.0,62.0,15.2344,5.859884381462999,22.331551032507964,19.761504064057316,3.4482202381224845,51.4715360504748
966,7.0,72.0,15.293,7.678786598175199,34.77209271179113,21.05585453568574,2.4379639400087996,48.66759089158042
967,6.0,72.0,15.5273,4.471276763714324,42.27351043535198,21.820164647571573,2.403719436507817,35.249960326237826
968,17.0,65.956782186362,15.8203,6.6918888433788695,22.374627995624284,19.051112536368194,3.782492709506558,43.33689710495547
969,9.0,58.570679305862676,16.4062,7.7257776888883605,14.491282822497272,15.910146669665703,3.4668983123882358,38.46559522155279
970,11.0,46.0,17.2852,5.40956130812031,24.71688078905712,25.66392145803562,4.317109385578628,40.60773088924496
971,9.662532821231956,82.0,15.1758,8.240501721122884,32.34542564236044,19.70287647760692,3.5005140461279307,57.25674281979482
972,11.900911808913285,82.0,15.7617,8.023577541864887,37.612504147211226,23.97023921506148,4.111942405093708,37.38320501533174
973,8.0,80.0,15.8203,6.446898834475613,23.559200255923784,12.351669696879863,3.9747595767787303,54.52182293599248
974,5.0,85.0,15.4688,7.898741666167556,25.6270260395529,20.702433276820283,4.933477564395211,54.62243241052308
975,10.0,86.0,17.2266,6.609964131239339,22.906167697842985,21.411831199845835,3.116337059101879,35.725556468598896
976,7.938152413427908,88.0,15.7324,7.584257493614882,24.808286585623843,19.89978935434448,4.030303955678039,37.67272994532422
977,12.286168200103752,88.0,15.5859,7.330315692253517,29.463441949154305,15.940965481512965,4.235622782374643,63.13739555856285
978,11.0,56.0,17.168,10.015731195125579,23.685620295858218,15.984676853694012,3.46728650536532,50.49593503070969
979,13.95241552640821,39.0,17.1094,7.4398170312239875,36.47419894605865,21.724551853890635,3.413148433832851,40.547375921941246
980,10.364298018435584,53.0,17.2852,5.476296379062077,40.89117296133769,18.550868095550594,2.7395471652950043,45.76154144383233
981,11.0,54.0,17.0508,6.643185767269273,27.79671071846158,17.956371994020618,2.563749649927757,47.660961020766216
982,7.0,71.0,17.168,7.273265057294981,20.78015550750999,19.362001989460865,2.7856844449716647,36.47000536386804
983,16.0,49.0,16.9629,6.200142582850507,13.710739113108321,21.185367635456267,3.8111044976388895,35.49946174242757
984,12.0,61.0,16.9922,7.637765008683514,26.104638222085537,18.742341038377887,3.0236933900081997,38.764054354215844
985,16.0,79.92766770927676,17.2852,7.688890896077625,31.73038159621301,18.950947124031487,3.8254676472251363,44.602013653381675
986,23.0,50.4023920532505,17.4316,10.64562745396865,28.143280997846364,16.244747193210515,4.52774303475489,40.70951018441847
987,25.0,47.107137992868545,17.373,10.694814628790631,31.31023828270965,15.624595225136572,3.885343933263602,47.77597240814861
988,23.0,70.0,17.7539,9.35061293271834,32.876714711902736,23.394778351692814,4.478822947319015,52.248226117034754
989,9.0,66.74806340842812,17.2266,7.551287751923382,24.463372926743364,16.832145895011436,3.276674392833999,47.08344346979638
990,10.0,68.31340877801614,17.0508,6.741604469207793,39.85293586879398,20.948789192082295,2.6803556560984987,37.6340498794267
991,14.0,73.46054011917792,17.1387,5.969414529179673,33.58853183361677,26.480598028079942,4.137187503282446,49.10008879678969
992,13.0,56.0,17.4023,6.145302743628711,24.954244726892345,18.546225380371162,4.998871185472818,64.42963162405752
993,11.0,56.0,17.168,6.362273025323554,15.566892180092363,14.189184690808236,3.8095708301628486,47.53417180786645
994,10.0,66.0,17.5195,6.246045290513139,24.50098145706724,20.700853883468785,3.420884748254716,43.1735162133058
995,8.0,74.0,17.2852,6.854540283148159,33.63705300562404,17.4706230958506,3.641131820791143,49.190519515785454
996,9.0,64.1674149405167,17.8711,6.342346151983775,21.069468948695487,26.430969158578137,2.3607868029551833,35.42469466024144
997,13.0,62.45463887999335,17.6367,4.753395554486608,30.90434988818269,15.701210353257263,2.661153141586825,48.53634991076713
998,12.0,62.27841757197107,18.0615,7.743620968051372,15.177022445420565,14.824029798946952,3.37312115007638,38.576401330746684
999,5.0,68.43008629289486,18.6328,7.677472927927106,10.063213806058172,8.361790152336548,4.399777331715394,45.14517916991633
1000,6.4920942046317265,66.45505998177964,18.5449,7.128686060615857,15.995654512241405,3.6453297256199706,3.1270522600997777,46.75703280919216
1001,8.424461510545967,75.06975752032832,19.9219,8.429448010533143,20.061270049299434,16.815373611905528,4.149081346479489,38.61878586325314
1002,8.77093354407156,81.0,19.4238,8.060511256992664,31.320016332002925,20.60374620676358,4.435876619594367,32.44089691851816
1003,4.0,87.0,19.3359,7.335207136305286,18.07098805521375,4.749297251872351,4.270094332584856,49.6419100043025
1004,15.0,66.3489259102794,17.3438,7.28785778818331,39.09544046748684,21.299429334003783,4.224727311554509,55.50744926741934
1005,18.0,59.642118050997446,17.6953,8.13429444095182,25.923215280400466,16.268228458236734,3.0347321161130223,38.36524118575348
1006,13.176393293650882,64.97640104735325,19.9219,4.5137330616292255,19.71134857925796,12.922545446736976,2.784646325833069,53.34246334746637
1007,9.0,75.1288146561426,19.043,7.603309554605783,44.382298846780074,22.320412663440607,4.489736341832711,61.975877084289486
1008,11.0,62.0,15.8789,6.786946242933121,26.011237735654202,14.253639918393343,2.813333209812628,53.40595351284518
1009,12.0,28.0,16.5527,10.497007792417948,34.97845245260754,18.857351053708967,3.278946162820172,49.320504246357416
1010,12.67901700321152,32.0,17.1094,7.534466212144138,16.16309385331161,12.921879271497126,1.4716518989570226,42.73691526833753
1011,4.0,40.0,17.5781,4.643689630290629,25.089193406060545,25.177097057835436,1.673962110356412,34.38363926009071
1012,7.0,47.0,16.6406,9.19253694238322,31.679110874501138,16.026906713026076,3.382416028625146,61.22338486553175
1013,8.99606529716064,64.0,17.1094,5.769254122118899,34.502904291901984,15.125773769564915,4.289360127495456,59.11966793728801
1014,13.071306022146047,77.0,16.1133,5.300552518134493,24.261812302718905,16.271872295828516,3.804521398830704,60.84544592109754
1015,18.0,59.99396699115554,14.6484,5.805243805192292,23.8146212752256,13.672340722021623,3.717061958492258,45.21161346629551
1016,22.0,69.89188451773258,14.8535,7.595557248774032,29.532438444549403,23.812078370558755,4.165899679172495,49.381108881084224
1017,34.0,56.49679621279186,15.4102,9.432338332464699,28.99526796542965,13.531677654544398,4.118629453310465,48.62732529554614
1018,13.0,67.67033418037744,17.666,6.5443247249505045,26.89584085137791,16.426786273581072,3.7971493066238367,45.00945763559122
1019,15.0,62.53872216322417,17.5195,8.417434661990528,21.698427647977343,11.51549737194,2.558978748948917,36.88515509502029
1020,17.0,69.06249236441178,17.2852,7.4540414434888245,30.355073674937035,21.328307809107066,3.2233599915362863,43.8367458204152
1021,16.0,40.0,15.7617,8.035635719156035,24.700874746462134,13.904608575299353,2.656749602576238,51.41548583663705
1022,12.0,42.0,15.2344,5.62024001843969,20.290024747026788,17.20763719652896,3.165355426962525,38.225460485422346
1023,18.0,52.0,14.5312,8.57974041929244,41.22459208928258,20.128239590406125,5.487612665238814,57.39467483561843
1024,9.0,53.0,14.5312,5.8337851211975496,23.116576712521887,17.568164968875145,4.157648170188211,41.24392929003211
1025,14.0,73.0,14.7949,6.7100931514861175,26.66544334921772,16.551056695936282,3.7712538596803045,47.43317540057929
1026,13.0,78.0,14.5312,6.546580031880257,34.25300193166261,23.14958337667369,3.6023359454246178,44.63422285168328
1027,15.0,75.0,14.0918,7.181901016595365,26.17403168343839,20.420062460153787,3.9807493571824812,44.26901615589771
1028,26.0,69.6976847203687,18.6328,7.596036185067215,32.31427494733235,21.16747366211448,3.483602794730131,42.793098184604354
1029,13.0,50.15516391124777,18.6328,8.590391778017405,19.295751295140118,9.390278714631929,3.0324356646201425,43.950587449760484
1030,33.0,62.80744386460877,18.2227,9.65467410114134,24.39847556399143,14.857832395348956,3.1361151510667242,42.24595895697281
1031,18.0,53.0,17.8711,7.508866376241116,28.00979954922627,15.628057082300185,3.3871390562389596,47.745502224086955
1032,8.0,80.0,15.293,5.55,27.4,13.1,2.44,40.5
1033,13.0,70.0,16.6992,6.67,35.2,17.2,3.9,52.3
1034,10.251729592539505,60.0,17.1387,4.35,26.7,21.1,2.22,47.7
1035,11.79171976142564,47.0,16.3477,7.78,30.5,20.8,4.19,51.3
1036,8.0,63.0,16.9043,5.22,34.4,25.4,3.34,59.9
1037,5.0,65.0,15.5273,2.15,27.8,22.0,1.29,49.8
1038,14.555805771901134,47.0,17.4023,6.22,42.2,18.8,4.06,61.0
1039,11.0,58.0,17.4023,7.97,39.0,21.8,5.25,60.8
1040,11.0,77.0,18.0469,7.4,36.3,26.8,5.37,63.1
1041,6.0,65.0,16.9629,2.34,25.3,19.7,1.21,45.0
1042,17.0,69.0,16.8164,7.48,38.0,16.6,4.7,54.7
1043,9.0,78.0,15.7617,9.25,30.9,25.3,5.44,56.3
1044,7.0,87.0,15.5859,7.39,20.0,23.2,3.31,43.2
1045,8.06616916502088,87.0,15.7617,8.03,30.3,21.3,4.29,51.6
1046,9.0,83.0,15.4688,8.94,41.5,18.2,5.68,59.7
1047,5.0,87.0,15.0293,8.4,39.7,21.8,5.34,61.5
1048,8.173139734659834,64.0,16.0547,4.85,28.2,27.2,2.77,55.4
1049,6.0,63.0,15.5566,8.33,38.2,13.8,4.49,52.0
1050,6.0,69.0,16.7578,6.09,31.6,17.7,3.15,49.2
1051,21.0,55.0,16.6406,9.97,16.8,22.4,4.08,39.3
1052,14.0,64.0,16.7285,4.96,6.5,22.2,2.12,28.7
1053,8.0,62.0,16.5527,7.98,29.6,22.2,3.94,51.8
1054,15.0,50.0,17.2266,7.1,16.7,16.9,2.64,33.6
1055,18.0,59.0,16.9922,8.48,18.8,19.0,3.76,37.7
1056,29.0,62.0,17.168,8.65,17.8,17.5,4.18,35.3
1057,13.0,59.0,17.666,8.6,33.2,20.4,5.02,53.6
1058,15.0,74.0,17.6367,9.26,32.3,19.9,5.22,52.2
1059,7.0,50.0,17.5488,6.36,40.7,21.4,4.18,62.1
1060,9.0,63.0,17.8711,9.49,36.2,22.9,5.24,59.1
1061,17.0,71.0,18.2227,8.65,18.2,13.9,3.2,32.1
1062,19.0,44.0,18.1055,9.3,35.9,17.4,5.52,53.2
1063,12.246353089836248,83.0,17.7539,6.04,35.1,21.6,3.62,56.7
1064,13.0,69.0,17.5195,7.23,28.4,21.1,3.95,49.5
1065,12.0,78.0,16.875,8.42,44.3,19.5,5.73,63.7
1066,13.557866745488155,65.0,16.9629,6.27,20.6,13.6,2.29,34.1
1067,12.0,75.0,16.6992,6.79,33.2,11.3,3.28,44.5
1068,9.0,73.0,16.9043,4.57,22.2,26.1,2.48,48.2
1069,13.0,49.0,16.582,10.37,39.7,16.0,6.35,55.7
1070,14.0,59.0,17.7246,5.57,12.1,21.6,2.17,33.7
1071,16.0,61.0,17.4609,6.96,12.4,19.5,2.5,31.9
1072,9.0,75.0,17.4316,7.72,23.0,23.9,3.81,46.9
1073,11.0,55.0,17.9297,8.39,16.1,17.0,2.41,33.1
1074,12.0,58.0,18.5742,8.1,19.3,23.1,3.78,42.3
1075,14.0,61.0,18.2227,4.91,24.4,20.9,2.58,45.3
1076,11.0,77.0,18.8672,9.53,36.8,21.2,5.8,58.1
1077,6.83710031908992,84.0,19.1602,8.15,41.3,19.6,5.09,61.0
1078,7.0,84.0,18.8672,8.6,34.2,13.8,4.28,48.0
1079,7.0,84.0,19.7461,7.56,35.8,13.6,3.88,49.4
1080,8.0,82.0,19.4531,8.41,38.2,19.9,5.17,58.0
1081,8.0,59.0,19.8047,6.26,33.4,18.6,3.58,52.0
1082,7.592950853716829,47.0,18.6914,10.2,38.1,14.4,4.05,52.5
1083,14.0,46.0,17.7539,7.79,34.8,21.7,4.91,56.5
1084,21.0,37.0,17.4316,8.78,8.9,17.8,2.58,26.8
1085,11.0,45.0,17.168,7.39,18.0,19.7,3.08,37.7
1086,9.0,64.47687872940652,18.5156,4.97,20.9,18.2,2.15,39.2
1087,9.0,68.2678158976757,18.6035,8.62,33.0,15.7,4.53,48.8
1088,7.0,80.0,15.9375,5.65,21.4,4.6,1.59,26.0
1089,8.0,76.0,16.8164,6.27,29.9,20.5,3.42,50.4
1090,9.0,70.0,17.168,7.31,28.6,17.8,3.0,46.4
1091,9.990973364354232,55.0,17.168,7.24,16.7,7.5,1.38,24.2
1092,16.0,61.0,15.3223,7.65,37.3,9.2,3.98,46.5
1093,9.086752630555686,47.0,15.8496,5.06,36.4,12.1,1.76,48.5
1094,9.0,51.0,15.7031,7.13,9.4,15.4,1.58,24.8
1095,21.0,65.0,14.9414,6.55,36.2,19.5,4.65,55.7
