,RHR,DetRHR,Raw Bias,% Bias
832,54,54.0,0.0,0.0
833,57,57.0,0.0,0.0
834,61,61.0,0.0,0.0
835,55,55.0,0.0,0.0
836,58,58.0,0.0,0.0
837,63,63.0,0.0,0.0
838,56,56.0,0.0,0.0
839,55,55.0,0.0,0.0
840,65,65.0,0.0,0.0
841,60,60.0,0.0,0.0
842,58,58.0,0.0,0.0
843,78,78.0,0.0,0.0
844,66,66.0,0.0,0.0
845,72,72.0,0.0,0.0
846,70,70.0,0.0,0.0
847,76,76.0,0.0,0.0
848,74,74.0,0.0,0.0
849,80,80.0,0.0,0.0
850,74,74.0,0.0,0.0
851,71,71.0,0.0,0.0
852,68,68.0,0.0,0.0
853,63,63.0,0.0,0.0
854,54,59.112535802864855,-5.112535802864855,-8.648818280972948
855,64,64.0,0.0,0.0
856,56,56.0,0.0,0.0
857,57,57.0,0.0,0.0
858,58,58.0,0.0,0.0
859,52,52.0,0.0,0.0
860,59,59.0,0.0,0.0
861,55,55.0,0.0,0.0
862,50,50.0,0.0,0.0
863,50,50.0,0.0,0.0
864,56,56.0,0.0,0.0
865,52,52.0,0.0,0.0
866,60,60.0,0.0,0.0
867,48,48.0,0.0,0.0
868,56,56.0,0.0,0.0
869,57,57.0,0.0,0.0
870,58,58.0,0.0,0.0
871,61,61.0,0.0,0.0
872,56,56.0,0.0,0.0
873,55,55.0,0.0,0.0
874,54,54.0,0.0,0.0
875,64,64.0,0.0,0.0
876,69,69.0,0.0,0.0
877,67,67.0,0.0,0.0
878,63,63.0,0.0,0.0
879,66,66.0,0.0,0.0
880,54,54.0,0.0,0.0
881,51,51.0,0.0,0.0
882,49,49.0,0.0,0.0
883,57,57.0,0.0,0.0
884,50,50.0,0.0,0.0
885,50,50.0,0.0,0.0
886,49,49.0,0.0,0.0
887,58,58.0,0.0,0.0
888,54,54.0,0.0,0.0
889,49,49.0,0.0,0.0
890,55,55.0,0.0,0.0
891,56,56.0,0.0,0.0
892,65,65.0,0.0,0.0
893,63,63.0,0.0,0.0
894,67,67.0,0.0,0.0
895,63,63.0,0.0,0.0
896,68,68.0,0.0,0.0
897,48,48.0,0.0,0.0
898,48,56.22955267162133,-8.229552671621327,-14.635636032322068
899,49,49.0,0.0,0.0
900,52,52.0,0.0,0.0
901,47,47.0,0.0,0.0
902,52,52.0,0.0,0.0
903,70,70.0,0.0,0.0
904,77,77.0,0.0,0.0
905,70,70.0,0.0,0.0
906,66,66.0,0.0,0.0
907,71,71.0,0.0,0.0
908,77,77.0,0.0,0.0
909,56,56.0,0.0,0.0
910,58,57.54961780718467,0.45038219281533287,0.7825980605541152
911,58,58.0,0.0,0.0
912,58,58.0,0.0,0.0
913,59,59.0,0.0,0.0
914,54,54.0,0.0,0.0
915,56,56.0,0.0,0.0
916,47,47.0,0.0,0.0
917,49,49.0,0.0,0.0
918,52,52.0,0.0,0.0
919,52,52.0,0.0,0.0
920,50,50.0,0.0,0.0
921,52,52.0,0.0,0.0
922,63,63.0,0.0,0.0
923,53,53.0,0.0,0.0
924,57,57.0,0.0,0.0
925,54,54.0,0.0,0.0
926,57,57.0,0.0,0.0
927,62,62.0,0.0,0.0
928,61,61.0,0.0,0.0
929,67,67.0,0.0,0.0
930,65,65.0,0.0,0.0
931,52,52.0,0.0,0.0
932,70,70.0,0.0,0.0
933,70,70.0,0.0,0.0
934,66,66.0,0.0,0.0
935,66,66.0,0.0,0.0
936,64,64.0,0.0,0.0
937,78,78.0,0.0,0.0
938,67,67.0,0.0,0.0
939,65,65.0,0.0,0.0
940,75,75.0,0.0,0.0
941,77,77.0,0.0,0.0
942,55,55.0,0.0,0.0
943,59,59.0,0.0,0.0
944,61,61.0,0.0,0.0
945,56,56.0,0.0,0.0
946,49,49.0,0.0,0.0
947,65,65.0,0.0,0.0
948,49,49.0,0.0,0.0
949,60,60.0,0.0,0.0
950,68,68.0,0.0,0.0
951,61,61.0,0.0,0.0
952,56,56.0,0.0,0.0
953,50,50.0,0.0,0.0
954,51,51.0,0.0,0.0
955,50,50.0,0.0,0.0
956,57,57.0,0.0,0.0
957,59,59.0,0.0,0.0
958,62,62.0,0.0,0.0
959,63,63.0,0.0,0.0
960,54,54.0,0.0,0.0
961,54,54.0,0.0,0.0
962,49,49.0,0.0,0.0
963,53,53.0,0.0,0.0
964,60,60.0,0.0,0.0
965,56,56.0,0.0,0.0
966,53,53.0,0.0,0.0
967,57,57.0,0.0,0.0
968,68,68.0,0.0,0.0
969,78,78.0,0.0,0.0
970,71,71.0,0.0,0.0
971,58,58.0,0.0,0.0
972,53,53.0,0.0,0.0
973,54,54.0,0.0,0.0
974,57,57.0,0.0,0.0
975,71,71.0,0.0,0.0
976,62,62.0,0.0,0.0
977,53,53.0,0.0,0.0
978,55,55.0,0.0,0.0
979,57,57.0,0.0,0.0
980,55,55.0,0.0,0.0
981,51,51.0,0.0,0.0
982,50,50.0,0.0,0.0
983,47,47.0,0.0,0.0
984,48,48.0,0.0,0.0
985,55,55.0,0.0,0.0
986,52,52.0,0.0,0.0
987,59,59.0,0.0,0.0
988,54,54.0,0.0,0.0
989,48,48.0,0.0,0.0
990,56,56.0,0.0,0.0
991,49,49.0,0.0,0.0
992,57,57.0,0.0,0.0
993,55,55.0,0.0,0.0
994,57,57.0,0.0,0.0
995,55,55.0,0.0,0.0
996,80,80.0,0.0,0.0
997,77,77.0,0.0,0.0
998,75,75.0,0.0,0.0
999,48,48.0,0.0,0.0
1000,62,62.0,0.0,0.0
1001,53,53.0,0.0,0.0
1002,54,54.0,0.0,0.0
1003,52,52.0,0.0,0.0
1004,55,55.0,0.0,0.0
1005,53,53.0,0.0,0.0
1006,64,64.0,0.0,0.0
1007,56,56.0,0.0,0.0
1008,74,74.0,0.0,0.0
1009,64,64.0,0.0,0.0
1010,53,53.0,0.0,0.0
1011,61,59.68796085527694,1.3120391447230588,2.198163793707593
1012,59,59.0,0.0,0.0
1013,61,61.0,0.0,0.0
1014,55,55.0,0.0,0.0
1015,51,51.0,0.0,0.0
1016,52,52.0,0.0,0.0
1017,69,69.0,0.0,0.0
1018,61,61.0,0.0,0.0
1019,58,58.0,0.0,0.0
1020,54,54.0,0.0,0.0
1021,64,64.0,0.0,0.0
1022,67,67.0,0.0,0.0
1023,54,54.0,0.0,0.0
1024,53,53.0,0.0,0.0
1025,52,52.0,0.0,0.0
1026,48,48.0,0.0,0.0
1027,52,52.0,0.0,0.0
1028,53,53.0,0.0,0.0
1029,62,62.0,0.0,0.0
1030,53,53.0,0.0,0.0
1031,49,49.0,0.0,0.0
1032,53,53.0,0.0,0.0
1033,57,57.0,0.0,0.0
1034,70,70.0,0.0,0.0
1035,60,60.0,0.0,0.0
1036,78,78.0,0.0,0.0
1037,58,58.0,0.0,0.0
1038,78,78.0,0.0,0.0
1039,77,77.0,0.0,0.0
1040,81,81.0,0.0,0.0
1041,86,86.0,0.0,0.0
1042,62,62.0,0.0,0.0
1043,54,54.0,0.0,0.0
1044,53,53.0,0.0,0.0
1045,53,53.0,0.0,0.0
1046,55,55.0,0.0,0.0
1047,55,55.0,0.0,0.0
1048,70,70.0,0.0,0.0
1049,59,59.0,0.0,0.0
1050,48,48.0,0.0,0.0
1051,45,45.0,0.0,0.0
1052,51,51.0,0.0,0.0
1053,51,51.0,0.0,0.0
1054,49,49.0,0.0,0.0
1055,48,48.0,0.0,0.0
1056,49,49.0,0.0,0.0
1057,59,59.0,0.0,0.0
1058,56,61.657274792185916,-5.657274792185916,-9.175356535386294
1059,64,64.0,0.0,0.0
1060,60,60.0,0.0,0.0
1061,51,51.0,0.0,0.0
1062,62,62.0,0.0,0.0
1063,61,61.0,0.0,0.0
1064,55,55.0,0.0,0.0
1065,53,53.0,0.0,0.0
1066,49,49.0,0.0,0.0
1067,50,50.0,0.0,0.0
1068,75,75.0,0.0,0.0
1069,49,49.0,0.0,0.0
1070,80,80.0,0.0,0.0
1071,82,82.0,0.0,0.0
1072,82,82.0,0.0,0.0
1073,81,81.0,0.0,0.0
1074,76,76.0,0.0,0.0
1075,81,81.0,0.0,0.0
1076,52,52.0,0.0,0.0
1077,56,56.0,0.0,0.0
1078,52,52.0,0.0,0.0
1079,59,59.0,0.0,0.0
1080,65,65.0,0.0,0.0
1081,76,76.0,0.0,0.0
1082,56,56.0,0.0,0.0
1083,56,56.0,0.0,0.0
1084,50,50.0,0.0,0.0
1085,54,54.0,0.0,0.0
1086,56,56.0,0.0,0.0
1087,57,57.0,0.0,0.0
1088,54,54.0,0.0,0.0
1089,56,56.0,0.0,0.0
1090,52,47.96007640885083,4.039923591149169,8.42351366730437
1091,56,56.0,0.0,0.0
1092,54,54.0,0.0,0.0
1093,49,49.0,0.0,0.0
1094,48,48.0,0.0,0.0
1095,52,52.0,0.0,0.0
1096,54,54.0,0.0,0.0
1097,57,57.0,0.0,0.0
1098,52,52.0,0.0,0.0
1099,56,56.0,0.0,0.0
1100,70,58.6808920239974,11.319107976002599,19.289256835723762
1101,52,52.0,0.0,0.0
1102,53,53.0,0.0,0.0
1103,56,56.0,0.0,0.0
1104,58,58.0,0.0,0.0
1105,80,80.0,0.0,0.0
1106,51,51.0,0.0,0.0
1107,52,52.0,0.0,0.0
1108,52,52.0,0.0,0.0
1109,51,51.0,0.0,0.0
1110,52,52.0,0.0,0.0
1111,54,56.26964046806746,-2.2696404680674576,-4.033508032373975
1112,77,63.84326457379838,13.156735426201621,20.60786758639723
1113,46,46.0,0.0,0.0
1114,53,53.0,0.0,0.0
1115,71,71.0,0.0,0.0
1116,60,60.0,0.0,0.0
1117,56,56.0,0.0,0.0
1118,56,56.0,0.0,0.0
1119,61,61.0,0.0,0.0
1120,56,56.0,0.0,0.0
1121,53,53.0,0.0,0.0
1122,59,59.0,0.0,0.0
1123,54,54.0,0.0,0.0
1124,67,67.0,0.0,0.0
1125,69,69.0,0.0,0.0
1126,75,75.0,0.0,0.0
1127,69,69.0,0.0,0.0
1128,72,72.0,0.0,0.0
1129,71,71.0,0.0,0.0
1130,65,65.0,0.0,0.0
1131,57,57.0,0.0,0.0
1132,57,57.0,0.0,0.0
1133,54,54.0,0.0,0.0
1134,57,57.0,0.0,0.0
1135,62,62.0,0.0,0.0
1136,58,58.0,0.0,0.0
1137,53,53.0,0.0,0.0
1138,51,51.0,0.0,0.0
1139,53,53.0,0.0,0.0
1140,53,53.0,0.0,0.0
1141,56,56.0,0.0,0.0
1142,57,57.0,0.0,0.0
1143,58,58.0,0.0,0.0
1144,51,51.0,0.0,0.0
1145,64,64.0,0.0,0.0
1146,63,63.0,0.0,0.0
1147,63,63.0,0.0,0.0
1148,55,55.0,0.0,0.0
1149,49,49.0,0.0,0.0
1150,48,48.0,0.0,0.0
1151,51,51.0,0.0,0.0
1152,54,54.0,0.0,0.0
1153,56,56.0,0.0,0.0
1154,59,59.0,0.0,0.0
1155,58,58.0,0.0,0.0
1156,74,65.59984806508201,8.400151934917986,12.805139314627898
1157,78,78.0,0.0,0.0
1158,73,73.0,0.0,0.0
1159,74,74.0,0.0,0.0
1160,71,71.0,0.0,0.0
1161,71,71.0,0.0,0.0
1162,58,58.0,0.0,0.0
1163,64,64.0,0.0,0.0
1164,67,67.0,0.0,0.0
1165,59,59.0,0.0,0.0
1166,63,63.0,0.0,0.0
1167,73,73.0,0.0,0.0
1168,55,55.0,0.0,0.0
1169,49,49.0,0.0,0.0
1170,47,47.0,0.0,0.0
1171,55,55.0,0.0,0.0
1172,46,46.0,0.0,0.0
1173,49,49.0,0.0,0.0
1174,49,49.0,0.0,0.0
1175,47,47.0,0.0,0.0
1176,51,51.0,0.0,0.0
1177,57,57.0,0.0,0.0
1178,53,53.0,0.0,0.0
1179,56,55.76252684302099,0.23747315697900717,0.42586512918886554
1180,55,55.0,0.0,0.0
1181,52,52.0,0.0,0.0
1182,58,58.0,0.0,0.0
1183,55,55.0,0.0,0.0
1184,57,57.0,0.0,0.0
1185,49,49.0,0.0,0.0
1186,67,67.0,0.0,0.0
1187,76,76.0,0.0,0.0
1188,70,70.0,0.0,0.0
1189,66,66.0,0.0,0.0
1190,68,68.0,0.0,0.0
1191,61,61.0,0.0,0.0
1192,58,58.0,0.0,0.0
1193,53,53.0,0.0,0.0
1194,52,52.0,0.0,0.0
1195,55,55.0,0.0,0.0
1196,47,47.0,0.0,0.0
1197,51,51.0,0.0,0.0
1198,50,50.0,0.0,0.0
1199,52,52.0,0.0,0.0
1200,54,54.0,0.0,0.0
1201,55,55.0,0.0,0.0
1202,54,54.0,0.0,0.0
1203,53,53.0,0.0,0.0
1204,63,63.0,0.0,0.0
1205,65,65.0,0.0,0.0
1206,60,60.0,0.0,0.0
1207,59,59.0,0.0,0.0
1208,53,53.0,0.0,0.0
1209,53,53.0,0.0,0.0
1210,52,52.0,0.0,0.0
1211,51,51.0,0.0,0.0
1212,57,57.0,0.0,0.0
1213,59,59.0,0.0,0.0
1214,53,53.0,0.0,0.0
1215,70,70.0,0.0,0.0
1216,70,70.0,0.0,0.0
1217,67,67.0,0.0,0.0
1218,76,76.0,0.0,0.0
1219,70,70.0,0.0,0.0
1220,70,70.0,0.0,0.0
1221,62,62.0,0.0,0.0
1222,55,55.0,0.0,0.0
1223,63,63.0,0.0,0.0
1224,60,60.0,0.0,0.0
1225,70,70.0,0.0,0.0
1226,55,55.0,0.0,0.0
1227,49,49.0,0.0,0.0
1228,51,51.0,0.0,0.0
1229,54,54.0,0.0,0.0
1230,61,61.0,0.0,0.0
1231,54,54.0,0.0,0.0
1232,55,55.0,0.0,0.0
1233,58,58.0,0.0,0.0
1234,63,63.0,0.0,0.0
1235,63,63.0,0.0,0.0
1236,58,58.0,0.0,0.0
1237,57,57.0,0.0,0.0
1238,60,60.0,0.0,0.0
1239,65,65.0,0.0,0.0
1240,53,53.0,0.0,0.0
1241,59,59.0,0.0,0.0
1242,58,58.0,0.0,0.0
1243,60,60.0,0.0,0.0
1244,56,56.0,0.0,0.0
1245,61,61.0,0.0,0.0
1246,58,58.0,0.0,0.0
1247,73,73.0,0.0,0.0
1248,71,71.0,0.0,0.0
1249,73,73.0,0.0,0.0
1250,68,68.0,0.0,0.0
1251,72,72.0,0.0,0.0
1252,72,72.0,0.0,0.0
1253,65,65.0,0.0,0.0
1254,64,64.0,0.0,0.0
1255,61,61.0,0.0,0.0
1256,56,56.0,0.0,0.0
1257,66,66.0,0.0,0.0
1258,78,78.0,0.0,0.0
1259,55,55.0,0.0,0.0
1260,47,47.0,0.0,0.0
1261,49,49.0,0.0,0.0
1262,49,49.0,0.0,0.0
1263,48,48.0,0.0,0.0
1264,54,54.0,0.0,0.0
1265,60,60.0,0.0,0.0
1266,51,51.0,0.0,0.0
1267,60,60.0,0.0,0.0
1268,57,57.0,0.0,0.0
1269,55,55.0,0.0,0.0
1270,68,68.0,0.0,0.0
1271,54,54.0,0.0,0.0
1272,56,56.0,0.0,0.0
1273,54,54.0,0.0,0.0
1274,61,61.0,0.0,0.0
1275,56,56.0,0.0,0.0
1276,48,48.0,0.0,0.0
1277,48,48.0,0.0,0.0
1278,50,50.0,0.0,0.0
1279,51,51.0,0.0,0.0
1280,56,56.0,0.0,0.0
1281,49,49.0,0.0,0.0
1282,50,50.0,0.0,0.0
1283,58,58.0,0.0,0.0
1284,57,57.0,0.0,0.0
1285,58,58.0,0.0,0.0
1286,59,59.0,0.0,0.0
1287,83,83.0,0.0,0.0
1288,59,59.0,0.0,0.0
1289,65,65.0,0.0,0.0
1290,59,58.61379605528502,0.3862039447149783,0.6588959779208082
1291,53,53.0,0.0,0.0
1292,51,51.0,0.0,0.0
1293,52,52.0,0.0,0.0
1294,56,56.0,0.0,0.0
1295,61,61.0,0.0,0.0
1296,56,56.0,0.0,0.0
1297,58,58.0,0.0,0.0
1298,76,76.0,0.0,0.0
1299,72,72.0,0.0,0.0
1300,77,77.0,0.0,0.0
1301,71,71.0,0.0,0.0
1302,74,74.0,0.0,0.0
1303,59,59.0,0.0,0.0
1304,53,53.0,0.0,0.0
1305,56,56.0,0.0,0.0
1306,61,61.0,0.0,0.0
1307,60,60.0,0.0,0.0
1308,55,55.0,0.0,0.0
1309,63,63.0,0.0,0.0
1310,53,53.0,0.0,0.0
1311,66,66.0,0.0,0.0
1312,61,61.0,0.0,0.0
1313,54,54.0,0.0,0.0
1314,55,55.0,0.0,0.0
1315,62,62.0,0.0,0.0
1316,57,57.0,0.0,0.0
1317,63,63.0,0.0,0.0
1318,62,62.0,0.0,0.0
1319,66,66.0,0.0,0.0
1320,62,62.0,0.0,0.0
1321,58,58.0,0.0,0.0
1322,67,67.0,0.0,0.0
1323,52,52.0,0.0,0.0
1324,49,49.0,0.0,0.0
1325,53,53.0,0.0,0.0
1326,57,57.0,0.0,0.0
1327,52,52.0,0.0,0.0
1328,76,76.0,0.0,0.0
1329,72,72.0,0.0,0.0
1330,67,67.0,0.0,0.0
1331,70,70.0,0.0,0.0
1332,70,70.0,0.0,0.0
1333,74,74.0,0.0,0.0
1334,71,71.0,0.0,0.0
1335,65,65.0,0.0,0.0
1336,56,56.0,0.0,0.0
1337,60,60.0,0.0,0.0
1338,57,57.0,0.0,0.0
1339,58,58.0,0.0,0.0
1340,52,52.0,0.0,0.0
1341,73,73.0,0.0,0.0
1342,49,49.0,0.0,0.0
1343,51,51.0,0.0,0.0
1344,59,59.0,0.0,0.0
1345,63,63.0,0.0,0.0
1346,54,54.0,0.0,0.0
1347,52,52.0,0.0,0.0
1348,53,53.0,0.0,0.0
1349,54,54.0,0.0,0.0
1350,54,54.0,0.0,0.0
1351,59,59.0,0.0,0.0
1352,57,57.0,0.0,0.0
1353,54,54.0,0.0,0.0
1354,53,53.0,0.0,0.0
1355,61,61.0,0.0,0.0
1356,52,52.0,0.0,0.0
1357,53,53.0,0.0,0.0
1358,64,64.0,0.0,0.0
1359,60,60.0,0.0,0.0
1360,52,52.0,0.0,0.0
1361,52,52.0,0.0,0.0
1362,58,58.0,0.0,0.0
1363,58,58.0,0.0,0.0
1364,55,55.0,0.0,0.0
1365,63,59.34346346516371,3.6565365348362917,6.161650030727954
1366,54,54.0,0.0,0.0
1367,56,56.0,0.0,0.0
1368,56,56.0,0.0,0.0
1369,57,57.0,0.0,0.0
1370,67,67.0,0.0,0.0
1371,61,61.0,0.0,0.0
1372,60,60.0,0.0,0.0
1373,50,50.0,0.0,0.0
1374,54,54.0,0.0,0.0
1375,53,53.0,0.0,0.0
1376,54,54.0,0.0,0.0
1377,52,52.0,0.0,0.0
1378,55,55.0,0.0,0.0
1379,54,54.0,0.0,0.0
1380,65,65.0,0.0,0.0
1381,70,70.0,0.0,0.0
1382,76,76.0,0.0,0.0
1383,70,70.0,0.0,0.0
1384,63,63.0,0.0,0.0
1385,64,64.0,0.0,0.0
1386,56,56.0,0.0,0.0
1387,57,57.0,0.0,0.0
1388,56,56.0,0.0,0.0
1389,55,55.49905254972451,-0.4990525497245102,-0.8992091338449119
1390,57,57.0,0.0,0.0
1391,57,57.0,0.0,0.0
1392,61,61.0,0.0,0.0
1393,56,56.0,0.0,0.0
1394,53,53.0,0.0,0.0
1395,54,54.0,0.0,0.0
1396,56,56.0,0.0,0.0
1397,50,50.0,0.0,0.0
1398,54,54.0,0.0,0.0
1399,53,55.30335194170324,-2.303351941703241,-4.1649409318467105
1400,62,61.323866626944834,0.6761333730551655,1.102561547803775
1401,59,58.04352365615692,0.9564763438430788,1.6478605770199848
1402,60,59.35388576239073,0.6461142376092681,1.0885795079968883
1403,58,58.0,0.0,0.0
1404,56,56.0,0.0,0.0
1405,59,59.0,0.0,0.0
1406,65,65.0,0.0,0.0
1407,56,56.0,0.0,0.0
1408,46,46.0,0.0,0.0
1409,51,51.0,0.0,0.0
1410,51,51.0,0.0,0.0
1411,46,46.0,0.0,0.0
1412,54,54.0,0.0,0.0
1413,48,48.0,0.0,0.0
1414,70,70.0,0.0,0.0
1415,71,71.0,0.0,0.0
1416,70,70.0,0.0,0.0
1417,76,76.0,0.0,0.0
1418,70,70.0,0.0,0.0
1419,70,70.0,0.0,0.0
1420,56,56.0,0.0,0.0
1421,63,63.0,0.0,0.0
1422,64,64.0,0.0,0.0
1423,56,56.0,0.0,0.0
1424,55,55.0,0.0,0.0
1425,64,64.0,0.0,0.0
1426,56,56.0,0.0,0.0
1427,52,52.0,0.0,0.0
1428,60,60.0,0.0,0.0
1429,55,55.0,0.0,0.0
1430,58,58.0,0.0,0.0
1431,50,50.0,0.0,0.0
1432,55,55.0,0.0,0.0
1433,49,49.0,0.0,0.0
1434,50,50.0,0.0,0.0
1435,49,49.0,0.0,0.0
1436,61,61.0,0.0,0.0
1437,51,51.0,0.0,0.0
1438,46,46.0,0.0,0.0
1439,51,51.0,0.0,0.0
1440,55,55.0,0.0,0.0
1441,55,55.0,0.0,0.0
1442,57,57.0,0.0,0.0
1443,55,55.0,0.0,0.0
1444,56,56.0,0.0,0.0
1445,55,55.0,0.0,0.0
1446,51,51.0,0.0,0.0
1447,61,61.0,0.0,0.0
1448,47,47.0,0.0,0.0
1449,51,51.0,0.0,0.0
1450,50,53.090696322156475,-3.090696322156475,-5.8215403757411766
1451,49,49.0,0.0,0.0
1452,51,51.0,0.0,0.0
1453,54,54.0,0.0,0.0
1454,59,59.0,0.0,0.0
1455,54,54.0,0.0,0.0
1456,50,50.0,0.0,0.0
1457,55,55.0,0.0,0.0
1458,55,55.0,0.0,0.0
1459,47,47.0,0.0,0.0
1460,45,45.0,0.0,0.0
1461,62,62.0,0.0,0.0
1462,70,70.0,0.0,0.0
1463,67,67.0,0.0,0.0
1464,70,70.0,0.0,0.0
1465,72,72.0,0.0,0.0
1466,59,59.0,0.0,0.0
1467,60,60.0,0.0,0.0
1468,58,57.79669697399825,0.20330302600174832,0.3517554404418835
1469,57,57.0,0.0,0.0
1470,60,60.0,0.0,0.0
1471,58,58.0,0.0,0.0
1472,64,64.0,0.0,0.0
1473,55,55.0,0.0,0.0
1474,53,53.0,0.0,0.0
1475,53,53.0,0.0,0.0
1476,61,61.0,0.0,0.0
1477,62,62.0,0.0,0.0
1478,65,60.47476509413961,4.525234905860387,7.4828482571467
1479,56,56.0,0.0,0.0
1480,63,63.0,0.0,0.0
1481,63,63.0,0.0,0.0
1482,56,56.0,0.0,0.0
1483,60,60.0,0.0,0.0
1484,60,60.0,0.0,0.0
1485,54,54.0,0.0,0.0
1486,52,52.0,0.0,0.0
1487,65,65.0,0.0,0.0
1488,57,60.464008092155424,-3.4640080921554244,-5.729041460294531
1489,60,60.0,0.0,0.0
1490,58,58.0,0.0,0.0
1491,67,67.0,0.0,0.0
1492,60,60.0,0.0,0.0
1493,68,68.0,0.0,0.0
1494,69,69.0,0.0,0.0
1495,76,65.67260958074084,10.32739041925916,15.725567303005075
1496,69,69.0,0.0,0.0
1497,70,70.0,0.0,0.0
1498,69,69.0,0.0,0.0
1499,80,80.0,0.0,0.0
1500,63,63.0,0.0,0.0
1501,58,58.0,0.0,0.0
1502,55,55.0,0.0,0.0
1503,53,53.0,0.0,0.0
1504,57,57.0,0.0,0.0
1505,52,52.0,0.0,0.0
1506,57,57.0,0.0,0.0
1507,53,53.0,0.0,0.0
1508,48,48.0,0.0,0.0
1509,50,50.0,0.0,0.0
1510,51,51.0,0.0,0.0
1511,56,56.0,0.0,0.0
1512,50,50.0,0.0,0.0
1513,47,47.0,0.0,0.0
1514,49,49.0,0.0,0.0
1515,50,50.0,0.0,0.0
1516,56,56.0,0.0,0.0
1517,54,54.0,0.0,0.0
1518,58,58.0,0.0,0.0
1519,71,71.0,0.0,0.0
1520,60,60.0,0.0,0.0
1521,51,51.0,0.0,0.0
1522,50,50.0,0.0,0.0
1523,51,51.0,0.0,0.0
1524,50,50.0,0.0,0.0
1525,50,50.0,0.0,0.0
1526,53,53.0,0.0,0.0
1527,51,51.0,0.0,0.0
1528,51,51.0,0.0,0.0
1529,52,52.0,0.0,0.0
1530,57,57.0,0.0,0.0
1531,51,51.0,0.0,0.0
1532,54,54.0,0.0,0.0
1533,74,74.0,0.0,0.0
1534,56,56.0,0.0,0.0
1535,58,58.0,0.0,0.0
1536,59,59.0,0.0,0.0
1537,61,61.0,0.0,0.0
1538,69,69.0,0.0,0.0
1539,49,49.0,0.0,0.0
1540,55,55.0,0.0,0.0
1541,49,49.0,0.0,0.0
1542,50,50.0,0.0,0.0
1543,48,48.0,0.0,0.0
1544,49,49.0,0.0,0.0
1545,67,67.0,0.0,0.0
1546,69,69.0,0.0,0.0
1547,70,70.0,0.0,0.0
1548,70,70.0,0.0,0.0
1549,75,75.0,0.0,0.0
1550,61,61.0,0.0,0.0
1551,59,59.0,0.0,0.0
1552,56,56.0,0.0,0.0
1553,56,56.0,0.0,0.0
1554,53,53.0,0.0,0.0
1555,56,56.0,0.0,0.0
1556,66,66.0,0.0,0.0
1557,63,63.0,0.0,0.0
1558,61,61.0,0.0,0.0
1559,56,56.0,0.0,0.0
1560,67,67.0,0.0,0.0
1561,59,59.0,0.0,0.0
1562,54,54.0,0.0,0.0
1563,63,63.0,0.0,0.0
1564,51,51.0,0.0,0.0
1565,51,51.0,0.0,0.0
1566,64,64.0,0.0,0.0
1567,57,57.0,0.0,0.0
1568,57,57.0,0.0,0.0
1569,60,60.0,0.0,0.0
1570,70,66.27474316016773,3.7252568398322694,5.620929877961735
1571,57,57.0,0.0,0.0
1572,85,85.0,0.0,0.0
1573,65,65.0,0.0,0.0
1574,70,70.0,0.0,0.0
1575,71,71.0,0.0,0.0
1576,69,69.0,0.0,0.0
1577,71,71.0,0.0,0.0
1578,70,70.0,0.0,0.0
1579,77,77.0,0.0,0.0
1580,64,66.77111509821958,-2.771115098219582,-4.15017046539256
1581,70,70.0,0.0,0.0
1582,54,54.0,0.0,0.0
1583,66,66.0,0.0,0.0
1584,51,51.0,0.0,0.0
1585,58,58.0,0.0,0.0
1586,50,50.0,0.0,0.0
1587,48,48.0,0.0,0.0
1588,46,46.0,0.0,0.0
1589,49,49.0,0.0,0.0
1590,49,42.3192590674683,6.680740932531698,15.786526228828338
1591,54,54.0,0.0,0.0
1592,54,54.0,0.0,0.0
1593,57,57.0,0.0,0.0
1594,56,56.0,0.0,0.0
1595,53,53.0,0.0,0.0
1596,49,49.0,0.0,0.0
1597,47,47.0,0.0,0.0
1598,48,48.0,0.0,0.0
1599,53,53.0,0.0,0.0
1600,50,54.02122572275703,-4.0212257227570305,-7.443788379394444
1601,51,51.0,0.0,0.0
1602,60,60.0,0.0,0.0
1603,55,55.0,0.0,0.0
1604,56,56.0,0.0,0.0
1605,67,67.0,0.0,0.0
1606,62,62.0,0.0,0.0
1607,80,80.0,0.0,0.0
1608,50,50.0,0.0,0.0
1609,55,55.0,0.0,0.0
1610,50,50.0,0.0,0.0
1611,55,55.0,0.0,0.0
1612,60,60.0,0.0,0.0
1613,50,50.0,0.0,0.0
1614,52,52.0,0.0,0.0
1615,82,82.0,0.0,0.0
1616,87,87.0,0.0,0.0
1617,75,75.0,0.0,0.0
1618,62,62.0,0.0,0.0
1619,62,62.0,0.0,0.0
1620,63,63.0,0.0,0.0
1621,59,59.0,0.0,0.0
1622,53,53.0,0.0,0.0
1623,54,54.0,0.0,0.0
1624,55,55.201943630551725,-0.2019436305517246,-0.36582702939459205
1625,56,56.0,0.0,0.0
1626,57,57.0,0.0,0.0
1627,56,55.75177786083448,0.24822213916552016,0.44522730698404467
1628,51,51.0,0.0,0.0
1629,50,50.0,0.0,0.0
1630,54,54.0,0.0,0.0
1631,58,58.0,0.0,0.0
1632,65,65.0,0.0,0.0
1633,54,54.0,0.0,0.0
1634,57,57.0,0.0,0.0
1635,57,57.0,0.0,0.0
1636,56,56.0,0.0,0.0
1637,67,67.0,0.0,0.0
1638,68,68.0,0.0,0.0
1639,69,69.0,0.0,0.0
